car-id,overnightstay
20152529122514-610,no
20152929012937-406,no
20150829030847-333,no
20151629031626-475,no
20152029032021-43,no
20153529043524-518,no
20150429060402-397,no
20152429072428-70,no
20151529081504-641,no
20155229095259-503,no
20155529105513-700,no
20155729105735-293,yes
20150029110001-754,no
20153929113917-892,no
20151429011429-339,yes
20155029025041-491,no
20151829031841-687,no
20153929033929-134,no
20152729052729-806,no
20154829054829-565,no
20152029062057-873,no
20154229074227-130,no
20150929080956-555,no
20152629082632-277,no
20151329101338-63,no
20155429115417-36,yes
20152930122930-341,no
20150330010358-933,no
20150130020140-998,no
20150230020229-743,no
20151030021054-842,no
20151130031142-294,no
20150230040228-217,no
20152530042540-171,no
20151730051757-753,no
20154130054121-838,no
20155130055115-290,no
20152730062742-90,no
20155930065931-689,no
20150330070352-212,no
20151030081048-623,no
20150630090638-875,no
20152030102013-17,no
20155930105916-30,no
20153230113243-759,yes
20150030120023-694,no
20154330034344-832,yes
20154630034658-177,no
20155630035656-673,no
20155830035801-177,no
20154630044624-570,no
20154930054911-288,no
20151430091428-176,no
20155730105738-155,no
20150830110835-117,no
20152630112657-79,yes
20153230113237-421,yes
20151831031814-695,no
20150331040308-415,no
20150431040401-511,no
20151531051542-14,no
20153031053029-578,no
20150831060842-916,no
20152231062202-976,yes
20154131064107-934,no
20150331070335-866,no
20155631075632-680,no
20151731081743-297,no
20152031082042-902,no
20153031083006-993,yes
20150331090309-424,yes
20151831091834-417,no
20152231092249-413,yes
20150031100003-289,no
20154531104527-476,no
20150431110433-92,no
20150931110914-65,no
20154531114517-975,yes
20152231122207-586,yes
20152231122245-86,no
20154931124948-323,no
20150831010842-156,no
20151131021149-695,yes
20155431025407-873,no
20151831031802-159,no
20150231040229-915,no
20151431051447-636,no
20152131052139-964,no
20153831073831-305,no
20155231075227-33,no
20150731090718-928,no
20155231105237-675,no
20151701121734-114,no
20155601015615-417,no
20152401052435-718,no
20153601083636-353,no
20154701084702-620,yes
20151301101307-609,yes
20151701101717-179,no
20154201114257-240,no
20150801010844-756,no
20155501025537-40,no
20151401031455-428,no
20155901035926-421,no
20153501053553-690,no
20150601060650-649,no
20154901064934-849,no
20154502024526-427,no
20153002063039-806,no
20152602072610-386,no
20155102075118-513,no
20155102105155-395,no
20155302105321-61,no
20152902112948-976,yes
20152202032222-714,yes
20154002064027-139,no
20152402102451-539,no
20151303021334-51,no
20154003044030-751,no
20153503053507-544,no
20154403064441-487,no
20152903082927-255,no
20153603083642-570,no
20154903114941-837,yes
20153403123426-971,no
20151003031026-495,yes
20152803032833-38,no
20153203033245-226,no
20154303054336-852,yes
20154403084444-706,no
20153204013233-83,no
20154204014240-585,no
20151504021515-769,no
20152804042857-608,no
20154404074458-997,no
20150704120725-943,yes
20153404033401-932,no
20155604035601-310,no
20151304111314-18,no
20153004113034-64,no
20150205120211-387,no
20153605023618-257,no
20152405052429-552,no
20152405072454-867,yes
20153605083616-232,no
20154505094529-266,no
20151305121305-440,yes
20152505122536-553,no
20150105020100-532,no
20154605024640-809,no
20153705033742-285,no
20150105040143-572,no
20155305045325-23,yes
20150205050224-69,no
20152305082336-140,no
20150806050829-624,no
20153506053528-21,no
20153106083142-347,no
20153306093301-157,no
20153406113441-850,yes
20155106115123-259,yes
20154506124542-655,no
20154606124617-271,no
20152106032107-288,no
20154706054759-910,yes
20151206081231-342,no
20151406111406-468,no
20151906111948-740,no
20155207025224-620,no
20153807123831-102,yes
20155707125720-872,no
20151807011805-599,no
20153707023738-67,no
20152007052008-382,no
20153407053446-722,no
20155507055538-61,no
20152408122408-513,no
20150908030910-643,no
20151008061014-338,no
20154608084658-576,no
20151008101012-0,yes
20152208102214-315,no
20150108120150-466,no
20150608120622-394,yes
20152708122748-320,yes
20153208123256-554,no
20155008015024-106,no
20155908015906-188,yes
20154908024907-710,no
20153408043435-960,no
20150008110047-331,yes
20153108113132-785,no
20151209121226-172,no
20155309105336-908,no
20150809010842-230,no
20153309023351-326,yes
20150509030516-354,yes
20152909072942-365,no
20150009080021-959,no
20151209101239-365,no
20154209114214-958,yes
20153410013458-539,no
20153910053957-154,no
20153010083027-943,no
20150210110251-325,yes
20155810015843-1,no
20150110030147-494,yes
20150310030349-569,yes
20152010042022-478,yes
20150210060208-458,no
20155110065158-228,no
20151110071151-915,no
20153010103030-870,no
20151510111553-177,no
20155611025618-264,no
20151611071602-941,no
20150611080633-723,no
20154111094159-894,no
20153211103234-178,no
20155511105542-698,no
20152711112744-600,yes
20155011115005-537,yes
20153511023551-556,no
20153911023922-232,yes
20152211032204-654,no
20155211035238-685,yes
20155911035941-544,no
20152511052523-668,no
20150511080559-981,no
20154211094211-143,no
20153812123814-593,no
20151112031119-409,no
20153512033519-432,no
20150412040445-834,no
20150412060433-809,no
20153012063017-562,yes
20155812085850-844,no
20154212104236-58,no
20150912020951-608,no
20151912021956-535,yes
20154112044145-237,yes
20153112083118-196,no
20151212111223-167,no
20153012113024-266,yes
20152013122033-895,no
20152213022222-988,no
20154813044816-14,no
20151613061634-340,yes
20153513063533-429,yes
20153813073854-147,yes
20154813074820-444,no
20153613113630-366,no
20153213023255-288,no
20154013024024-502,no
20154013024051-533,no
20152113032146-740,no
20152313112312-967,no
20150214040259-301,no
20155314055308-151,no
20150614090651-645,yes
20154414094441-876,no
20150614110632-795,yes
20151514111543-543,no
20153914113913-928,yes
20152914022919-320,yes
20153314033340-706,no
20154914034937-308,no
20155814035802-153,no
20153314053346-735,yes
20154814054850-79,no
20152414102424-455,no
20152415022421-459,no
20155715055744-947,no
20153615073626-13,no
20152315082333-104,no
20154415084411-333,no
20150915110954-381,yes
20155515125545-849,no
20153815013846-732,yes
20154815024805-373,yes
20150815030845-920,no
20153415033407-885,no
20154516014525-898,no
20155816065820-308,yes
20155816065834-973,yes
20151216071229-410,no
20151616091632-393,yes
20154216114235-759,no
20155916115924-209,no
20154716014721-665,no
20151516021538-697,no
20151916051959-441,no
20154016054014-797,yes
20152916082911-738,no
20151316091342-715,no
20155116105124-999,no
20155017125055-99,no
20152017032012-413,no
20154617074600-105,yes
20151317081319-931,no
20152517082550-64,no
20154917094901-711,no
20152717112747-232,yes
20151117031145-748,yes
20153017033046-665,no
20153317033311-12,yes
20151817091802-222,no
20151717111727-753,no
20152318122323-590,no
20155018045038-791,no
20151818051823-515,no
20151918051942-906,no
20150318090327-261,yes
20153718023735-885,no
20153018033001-999,no
20155518045508-953,no
20154818094849-557,no
20151419011449-17,no
20152719012735-573,no
20154219014209-728,no
20154619014630-731,no
20155419025436-439,no
20154719054715-742,no
20151219061259-337,no
20151319081302-226,yes
20153819083843-621,yes
20154219094236-720,no
20151019121020-200,no
20152719042722-615,no
20154119104142-683,no
20152119112140-97,no
20151920121938-201,no
20155020035008-254,no
20155820115836-402,yes
20154920124914-234,no
20155320015318-618,yes
20151820041859-498,no
20154320074335-899,no
20154620084600-377,no
20150420090412-587,no
20151020101057-778,no
20152921062957-268,yes
20150021110015-325,no
20153721113736-947,yes
20151821121835-92,no
20153221023210-641,no
20152021032045-534,yes
20153121043100-759,yes
20150621070647-455,no
20151621081613-981,no
20154121084112-914,no
20153521093500-807,no
20153622013612-921,no
20150122030139-293,no
20152022042021-344,no
20155222065258-26,yes
20151522101505-183,yes
20150122020145-884,no
20150222030253-528,yes
20154622034647-978,no
20153122043103-43,no
20155722045717-959,no
20154322054320-298,no
20154022094045-758,no
20150722110746-805,no
20153922113912-625,no
20154622114624-371,yes
20150123030104-225,no
20153023073004-932,no
20151923081953-802,no
20154023084052-167,yes
20152923092956-645,yes
20155023095030-537,no
20154323124317-79,no
20154623034636-586,yes
20155423045451-965,yes
20151023071017-983,no
20153323073317-261,no
20151623111635-221,no
20154524084534-448,no
20150224090221-347,no
20152424092452-62,no
20154424094438-22,no
20152724032734-919,no
20154924044946-611,yes
20154124054158-779,yes
20154424054432-658,no
20155924055928-624,yes
20154924064932-969,no
20150824070810-674,no
20150624080649-350,no
20155025125004-671,no
20155025125055-97,no
20155925045907-390,no
20152525082524-985,no
20150725090731-539,yes
20155225095237-844,yes
20150425010453-132,no
20154625014650-216,yes
20152925022933-385,no
20154025044040-916,yes
20152425102452-494,no
20153125113145-954,yes
20153225113256-556,no
20153726053710-587,no
20152626062634-704,no
20155526065516-845,yes
20150626100642-172,no
20150826010827-89,yes
20153026013023-925,no
20155426015402-453,no
20151926031910-11,yes
20150726040708-63,yes
20150626100609-1,no
20152426112406-630,no
20150827060825-381,yes
20150827080852-566,no
20151627081615-572,no
20154527084549-733,no
20151127091157-308,no
20150827100837-497,no
20151027111009-160,no
20150127030109-159,no
20151827041851-202,no
20152227082212-733,no
20153428043416-290,no
20152028052035-302,no
20150428080425-76,no
20150928090928-39,no
20150828120829-407,yes
20152028122013-334,no
20153728123701-400,yes
20151428021436-718,no
20152728032742-198,no
20155628035624-221,no
20150628040625-94,yes
20151128081117-253,no
20151528111524-130,no
20151429021418-221,no
20151929041918-859,no
20150229060250-368,yes
20154629064615-476,yes
20151729071706-182,no
20153729073712-433,no
20150329090346-314,no
20155729095755-261,yes
20155629125627-193,no
20154329014358-80,yes
20153529033511-7,no
20150429040409-724,no
20152329042336-445,yes
20152729052750-787,no
20150129060102-704,no
20154229094213-344,no
20153030013028-701,no
20151130061138-166,no
20153030093015-237,no
20154130104133-234,no
20152730112706-517,yes
20154430124427-412,yes
20155930125954-496,yes
20153930013951-273,no
20152530042509-982,no
20155130045107-925,no
20150430050401-73,no
20152030052037-191,no
20150730060700-354,no
20155730085748-465,no
20150730090712-771,no
20155201025245-696,no
20150001120031-180,yes
20152601012639-8,no
20155601015614-161,yes
20150801030815-386,no
20155301085322-946,no
20151701111735-536,no
20152402022440-487,no
20153402113442-545,no
20155602015644-60,yes
20150202030203-631,yes
20155902035928-553,no
20153802053809-61,no
20152202102216-351,no
20152403122411-987,no
20153603043612-556,no
20155003065006-500,yes
20151503081557-917,yes
20153303083328-325,no
20155003085057-623,yes
20154603104658-801,yes
20152303122355-921,no
20152503092511-223,no
20154904064902-300,yes
20152804082816-432,no
20152904082911-449,no
20150104100141-172,no
20155904105900-757,yes
20151204011207-25,no
20153604113655-937,yes
20151705021700-731,no
20150105040131-344,no
20153005083043-548,no
20155205095235-701,no
20150205040259-818,yes
20151405051416-248,yes
20154405054428-26,no
20155005115009-467,yes
20150706120735-422,no
20153306063352-473,yes
20153606063650-287,yes
20153606073654-459,no
20151006101044-543,no
20152106112106-841,no
20154106054106-428,yes
20155307025324-839,no
20153107053125-715,no
20154107054150-318,no
20150007050005-262,yes
20154807114828-767,yes
20152408122413-113,yes
20154608024634-811,no
20153208033255-321,yes
20155208035222-55,no
20152308042350-143,yes
20155508045555-761,no
20155308075300-140,no
20154208084255-257,no
20154309064357-666,no
20151509081503-433,yes
20154009094046-755,yes
20153309023330-431,yes
20155309025344-113,no
20154209034251-421,no
20153209073227-957,no
20154410014439-243,no
20152210052208-675,no
20151310071301-518,yes
20151110111130-676,no
20154210124210-941,no
20151110011101-322,yes
20152210012245-940,no
20153710043759-580,yes
20155211045248-317,no
20151611101618-605,no
20151911101926-758,no
20153011123026-219,yes
20154311124300-456,no
20154011034024-556,yes
20151411041426-476,no
20154212074234-478,no
20152612092616-433,no
20154212124243-340,yes
20152612012636-355,yes
20152712032717-170,no
20153712103753-734,no
20151613011610-242,no
20154413044446-614,no
20155713085708-4,no
20155213095244-486,yes
20151313011356-56,yes
20152013012056-517,no
20152013022024-503,yes
20154113034158-162,yes
20153813103831-284,no
20151914121939-186,no
20150914070902-817,no
20152214082229-840,yes
20153514113533-131,no
20154414114435-629,yes
20153614033641-18,no
20150014040019-114,yes
20155214065227-368,no
20153314103357-720,no
20153915033936-509,no
20153815043822-450,no
20155515095548-2,yes
20150415100416-794,no
20153415103429-619,yes
20152915112943-779,no
20151915121901-407,no
20154315024321-314,no
20150916030956-470,no
20153216063226-438,no
20155116075159-137,no
20150916090953-964,yes
20155116095154-87,yes
20151716121722-464,no
20155916015920-447,yes
20154916034937-118,yes
20151717121711-600,no
20153617043652-935,no
20152017062040-345,yes
20152617092646-509,yes
20154417094415-108,yes
20153917053945-907,yes
20153217073200-777,no
20155718015733-878,no
20150418080448-539,no
20152218122219-545,yes
20152718122750-655,no
20150418010436-994,no
20152918032926-186,yes
20152218042251-536,yes
20151119061106-100,no
20150119070136-139,no
20152819092823-511,yes
20153319103357-362,no
20153219113208-837,no
20153619013645-677,no
20153820123814-722,no
20151020061044-163,yes
20154720084719-277,no
20151320101317-830,yes
20155120115120-467,yes
20153720013744-969,no
20155320095303-993,no
20155920095929-490,no
20154521034502-964,no
20153221063237-461,yes
20150521100557-811,no
20154721104733-353,no
20153621113627-482,yes
20153721113745-20,yes
20151921011955-232,yes
20154521054536-554,no
20152322022322-987,no
20150222080201-647,no
20150222120240-889,yes
20153422123448-833,no
20154822124852-312,no
20155022095026-825,no
20155323085324-552,yes
20154723114723-82,no
20152223122243-678,yes
20151023011019-241,yes
20152123012156-892,no
20155023095053-401,no
20155323105314-852,no
20152824032830-251,no
20155924085921-523,no
20153724013715-465,no
20150724020753-165,yes
20154824084838-810,no
20155624115626-121,yes
20150825120854-277,yes
20155825125841-294,no
20150225010255-927,yes
20151825021809-902,yes
20150225030241-455,no
20154425034411-890,no
20152525042530-85,no
20155325085300-934,no
20151925101914-161,no
20153326053324-797,no
20153526073545-913,yes
20150626080624-430,no
20152226112253-35,no
20152426112411-28,yes
20155126125144-977,no
20153726023729-671,no
20153326053354-839,yes
20153127073156-226,no
20153827073826-547,no
20155327075348-763,yes
20152527102554-683,no
20150227040216-933,yes
20154027054016-842,no
20151828111836-799,yes
20150628120615-416,yes
20152628012607-30,no
20152728012732-411,no
20152128022142-203,yes
20151728041726-55,yes
20154428044434-0,no
20150728060701-371,no
20150129050133-736,no
20153129073140-18,no
20150329090328-682,no
20153829113840-796,no
20154529124514-914,yes
20150229100219-140,no
20152529102538-290,no
20155230075217-364,yes
20150530080559-914,no
20151730091712-79,no
20154330094335-317,no
20154930094929-347,yes
20151830101821-342,no
20152230102236-33,no
20155130115150-842,yes
20151430051448-37,no
20150731010755-264,no
20153831023819-817,no
20151031031036-320,no
20151331071341-673,no
20155431025403-99,yes
20154431054410-595,yes
20151231081230-646,no
20160301060327-227,yes
20164501094534-310,yes
20160601110635-41,no
20165401115421-882,no
20163601033627-516,no
20164501044528-874,yes
20165001045011-995,no
20160402020426-173,no
20163102063109-648,no
20163702093746-341,yes
20160402100400-814,no
20164602044614-432,no
20163803013806-300,no
20160603110609-981,no
20163403123418-991,no
20160403010440-830,yes
20164703014720-366,yes
20164803054847-865,yes
20163303063303-867,no
20162904062909-931,yes
20160404070433-339,yes
20162204112241-562,yes
20163204013256-351,no
20160004020014-584,yes
20162304022338-593,no
20164704084757-966,no
20160704100725-625,no
20161305121334-791,no
20162305112334-480,no
20161005011006-190,no
20165905015918-499,yes
20164205064253-457,no
20164106064104-865,yes
20164306064314-526,yes
20164606074605-115,no
20160506090520-274,yes
20160206100259-615,no
20161506101508-560,yes
20161506031506-978,no
20161206061244-472,no
20161606101614-15,no
20162107052119-922,no
20160807080846-187,yes
20161207081229-627,yes
20162607022617-993,no
20162507042519-225,yes
20161407111441-721,yes
20161707111729-466,no
20163808063808-786,no
20164308064308-869,no
20165908065929-592,yes
20160508090514-384,yes
20163708103702-555,yes
20163308123350-465,yes
20162008032035-93,no
20163708043702-671,no
20164108094121-831,no
20164009044032-666,no
20160609070620-50,no
20163709073701-636,no
20161509081549-225,yes
20161709081739-74,yes
20160709090729-590,yes
20165209125235-294,no
20165809035816-919,yes
20161009091032-139,no
20161810121809-935,no
20161410071459-955,yes
20165210085237-153,yes
20165610105632-536,no
20163810113835-481,no
20165110125115-153,yes
20160610030651-843,no
20160910050957-271,yes
20163910083941-608,no
20164911124933-761,no
20165711095753-305,no
20165811095828-959,yes
20165611125620-329,no
20164811024821-270,no
20160411030426-791,no
20161912011943-12,no
20160812070829-287,yes
20162012092036-487,no
20163112023103-209,yes
20163912033939-360,no
20161312051308-262,yes
20161512071503-37,no
20161112091116-745,no
20162213012206-582,no
20163913063905-830,yes
20165513085542-707,no
20164213104205-795,yes
20161713121715-174,no
20163513023515-187,yes
20165713025752-457,yes
20162413062400-914,no
20160914030941-510,no
20160614060644-101,yes
20160714060744-440,no
20163914063904-578,yes
20163114033130-293,no
20165814035840-3,no
20165214055203-203,yes
20160215040244-531,no
20161915061905-937,yes
20165615065614-36,yes
20165915095907-272,yes
20163915103958-446,no
20162115122140-860,yes
20165915045935-33,no
20165215055210-374,yes
20163816123835-752,no
20164516054555-995,no
20164316074335-917,yes
20162016092004-665,yes
20162716112747-330,yes
20164016054015-127,yes
20163716063758-519,no
20163417053440-4,no
20165817105838-662,no
20165917105906-887,no
20161217011221-688,yes
20160517030525-890,yes
20164117034159-787,yes
20164517034546-223,yes
20164517044541-414,no
20161018111027-541,no
20161818111818-216,no
20161918011953-144,yes
20161518061535-231,no
20160018090055-859,no
20163418113417-417,yes
20162219032229-226,no
20162919052953-47,no
20163519063510-512,yes
20160519070551-254,yes
20162919082959-581,no
20160919090925-42,no
20161619091627-25,yes
20165519125545-196,yes
20163319023315-421,no
20164619034644-667,yes
20160519050557-605,no
20160920040918-491,no
20162720042739-621,no
20165320075322-786,no
20164820104837-773,no
20165020105048-842,no
20164420124427-343,no
20164520024515-601,yes
20165021055052-804,no
20163821073807-579,yes
20162021032007-425,yes
20162421032404-6,no
20161021051050-777,no
20161021081001-651,no
20164422054446-360,no
20162122062119-879,no
20163522103542-330,yes
20164022024003-804,yes
20164422044448-913,no
20161622051615-710,yes
20164822054823-186,yes
20161722091711-566,no
20160423010413-528,no
20162023022030-531,no
20165423075417-451,no
20165023085003-27,yes
20163623113636-731,no
20164723114751-314,no
20164623054645-920,no
20165224045224-411,no
20163424083422-554,yes
20163524083522-221,no
20163424103445-912,yes
20163324123323-506,no
20164124024115-14,yes
20164124044125-818,yes
20160825120827-912,no
20160325040313-769,no
20163925063928-121,yes
20164825064835-183,no
20161425111447-39,no
20163025023033-470,no
20165525025503-23,yes
20161925031947-867,yes
20163525053516-998,yes
20165426015410-642,no
20161026061018-468,no
20163526083538-749,yes
20160726120734-512,no
20164026124043-92,yes
20160926030956-316,no
20160827070804-996,yes
20162527082519-79,no
20164327124350-648,yes
20165327125317-477,no
20162427022429-757,yes
20162627032640-337,no
20163527083549-625,no
20161727111744-65,yes
20163627113603-588,yes
20160428090427-775,yes
20162428102404-191,yes
20161828111841-833,yes
20165728115731-457,no
20162128122126-928,no
20162628012645-838,no
20162028052036-52,yes
20164328094351-379,no
20163529023524-230,no
20164629044619-406,no
20161429011440-821,yes
20160629030642-254,no
20165529035543-814,no
20161229041253-488,no
20164629074656-298,no
20162930022935-233,no
20161630071644-711,no
20163130073114-683,no
20165130125132-70,yes
20161430021441-440,no
20161730021724-834,yes
20162630022636-741,no
20163131123156-712,no
20161231021249-252,no
20164731064749-830,yes
20160331080347-624,no
20160331120342-762,yes
20163931023933-624,yes
20161131041111-544,no
20163701123703-15,no
20165501025546-202,no
20165901035931-51,no
20162601042615-33,no
20164501054552-84,no
20160401060427-489,yes
20161101061108-407,no
20164001074047-570,no
20163001083025-280,no
20163301093320-883,no
20163501113515-821,no
20161601121615-712,no
20161101011144-757,no
20163001043000-71,no
20163501043512-133,no
20164901074925-873,no
20164501084551-118,no
20162201112254-344,no
20163901113901-478,yes
20163302013328-550,no
20161202021228-856,no
20161302071348-30,no
20161802071845-256,no
20162802072851-824,no
20161502081516-390,no
20162402082420-158,yes
20162802082823-195,no
20165702115706-425,no
20160902120905-152,no
20162502122532-678,no
20164402124459-365,no
20160302010326-636,no
20165302025337-554,no
20165502035521-719,yes
20162402052441-617,no
20165202065203-3,no
20163502073555-259,no
20165502085536-548,no
20165902085943-495,no
20160303120354-903,no
20165903125938-222,no
20164403044458-78,no
20161903051918-501,no
20160203060211-616,no
20162703122718-219,no
20162003012058-670,no
20162903022936-454,yes
20164203024243-174,no
20162203032230-331,no
20160603050634-604,yes
20163303053348-47,yes
20165903055933-880,yes
20164403074426-121,no
20162203082236-446,no
20164403084435-190,no
20165703115722-293,yes
20164104124150-605,no
20162604032647-551,no
20162704042708-993,no
20162304052303-559,no
20165204065231-377,no
20163904083922-803,no
20163704103740-142,no
20162004122059-411,no
20162704122740-34,no
20165804125820-864,no
20160004020008-360,yes
20160404030433-527,no
20162004032010-677,no
20163004043020-580,yes
20162804092805-853,no
20165304095305-588,no
20162004112059-914,no
20160905120939-772,no
20161205121204-187,no
20164905024922-5,no
20160405060439-730,no
20161705061752-939,yes
20164605084640-718,no
20164605084650-271,no
20163905103947-657,no
20161905011937-914,no
20162605022647-345,yes
20165805025839-546,no
20161905031920-798,no
20161705041755-310,no
20163705043757-803,no
20165805045826-647,no
20164906034908-567,no
20165006065046-760,no
20164306084359-469,yes
20165506085528-247,no
20162506092521-4,no
20160906100940-539,no
20161806111846-221,no
20162306112318-549,no
20162706112755-51,no
20160206030250-77,no
20162106032137-66,yes
20164306034335-643,no
20163106043100-338,no
20163406043447-340,no
20163206073247-445,no
20164706074734-213,no
20164906074954-881,no
20160006100027-340,no
20161806101830-653,no
20164207034214-159,no
20162607062658-206,no
20165407085446-222,yes
20164907114917-654,no
20165007015002-336,no
20160107020152-541,no
20163507033547-13,no
20163707043744-880,no
20164007044039-679,no
20163307053344-591,no
20163507053523-324,no
20165107055148-149,yes
20160407080416-325,no
20161407081409-475,no
20162007102019-930,no
20162907112948-254,yes
20163407113425-538,yes
20163508123547-905,no
20164408124401-422,no
20161308011357-11,no
20163408013437-56,no
20163308033359-934,no
20161908041958-524,no
20163008063045-878,yes
20162208092257-926,no
20160508110520-327,no
20165108125131-761,no
20165908125903-555,no
20165308015305-587,no
20160908030949-595,no
20162408032458-477,no
20165008055045-836,no
20163208063243-501,no
20160308100328-161,no
20165508115524-616,yes
20162309032341-545,no
20160309050326-469,no
20161409061427-460,no
20161709061746-324,no
20160409090431-300,no
20164609094614-394,yes
20162209102238-93,yes
20162109122116-665,no
20165409015425-677,no
20162509022556-454,no
20161009031041-451,no
20164909034947-733,no
20164509044516-930,no
20160909050954-810,yes
20161009071031-181,no
20162610042645-80,no
20163510063539-382,no
20163910063929-160,no
20161810071813-767,no
20160110100107-925,no
20161010111008-592,no
20161910121939-342,yes
20165310015358-208,no
20163110023151-350,no
20165010025045-410,no
20160610030640-374,no
20160910030929-444,no
20161210041258-96,no
20165510045514-467,no
20160210050221-826,no
20163710053757-851,yes
20165810065810-994,no
20163210073217-193,no
20163510103518-826,no
20164810104854-501,no
20163211033230-180,no
20161311051300-409,no
20164211064211-761,no
20160611070608-652,no
20164811074802-833,no
20161111081100-147,yes
20162211102241-683,yes
20161311011310-38,no
20160611020625-594,no
20160111030159-632,no
20160411030412-40,yes
20163311043337-416,no
20163711043710-733,no
20161711051700-744,no
20165011055050-88,yes
20162011062008-469,no
20163211063203-861,no
20165011075057-330,no
20163911113947-562,yes
20165512125523-574,no
20161512031554-290,no
20161012041010-113,no
20161712061724-903,no
20162512092540-562,yes
20163512093528-91,no
20165212095235-202,no
20160812100806-592,yes
20164612014639-595,yes
20161312031302-378,no
20162312032319-966,no
20163312053308-28,no
20161612061610-683,no
20160212080211-237,no
20164713014752-69,no
20163313043323-363,no
20162813052814-795,no
20165413065453-457,yes
20161313071319-481,no
20161613071642-414,no
20163813073824-927,yes
20165713075714-669,no
20160313080303-229,no
20163413113412-690,yes
20165713125739-200,yes
20161913021953-265,no
20163013043019-946,no
20163613043657-70,no
20165413045401-707,no
20161213051244-398,no
20162313052322-639,no
20164113084104-408,no
20160013100042-450,no
20163013103018-177,no
20163113113125-623,yes
20165914015913-595,no
20161014021034-794,no
20161114021103-936,no
20160014050009-978,no
20161414051430-898,no
20161614061602-713,no
20165214065227-843,no
20161114071103-211,yes
20163014083001-242,no
20163314093327-20,no
20164014094005-918,no
20164014104038-713,yes
20161014121038-59,no
20161614121624-859,yes
20162614122642-36,no
20162814032850-29,no
20161014091059-781,no
20165614095610-994,no
20165314105324-405,no
20165814105806-276,no
20163315023315-701,no
20162415062414-539,no
20163015063000-620,no
20165215075251-645,no
20165415075414-121,yes
20161115101140-983,yes
20161215111234-207,no
20162415112428-38,no
20162515112544-439,yes
20160315120351-132,no
20165415125414-43,no
20162515032547-821,no
20163715033722-346,no
20161615041625-636,no
20163215053234-916,no
20163515093506-752,no
20161316121329-391,no
20163016033037-38,no
20163016033049-181,no
20161616041620-691,no
20162016042009-522,no
20165716045737-959,no
20161116061132-184,yes
20164016064007-679,no
20164116084159-130,no
20164516084510-894,no
20163516113501-605,no
20164816114803-136,no
20161316021330-994,no
20161516021529-836,no
20165816025857-784,no
20161116041109-645,yes
20161016051025-689,no
20165416075422-244,no
20161116101151-711,no
20162517042557-555,no
20165317045355-184,no
20161217051212-856,no
20162717072748-138,no
20161017101003-233,yes
20162917102943-465,no
20164317104347-721,no
20164417114453-337,yes
20163517023540-483,yes
20164517024530-84,yes
20163417033429-183,no
20163517043517-628,no
20163617063617-212,no
20165817075837-11,no
20161317111348-498,no
20160018120058-894,no
20162618122654-527,no
20161318021312-282,no
20160318030343-714,no
20164718064732-521,no
20161018071050-497,no
20165618075655-217,no
20163718083715-219,no
20162618092621-459,no
20163118093140-363,no
20161518021532-823,no
20165118025121-645,yes
20163918033922-943,no
20165018085015-160,no
20164318104353-134,no
20165618105616-548,no
20163118113148-374,yes
20160219120200-325,no
20161519011518-771,no
20160819020855-792,no
20163819043831-22,no
20161019061000-854,no
20163219113246-923,no
20160019010054-328,yes
20161019011001-178,yes
20161319021325-931,no
20161319021326-304,no
20163419043407-294,no
20164619054604-411,no
20163819113814-30,yes
20162320032331-10,no
20163120053136-149,no
20165120055118-399,no
20165820065843-345,yes
20160820070808-513,no
20164120084141-631,no
20165720095740-833,no
20160420110409-58,yes
20161120111152-455,no
20164220114233-678,no
20160220120245-802,no
20160020030000-577,yes
20161720031726-661,no
20164220044223-878,yes
20164820044807-41,no
20164820074841-248,no
20163320093304-381,no
20164621124625-509,no
20160921010925-954,no
20163821013839-870,no
20160521020546-911,no
20164021024051-29,no
20165321095304-971,no
20163321103309-240,no
20160221110200-103,no
20163721023754-236,no
20164321034331-854,yes
20161121041140-915,no
20160321100355-666,no
20164222054251-811,no
20160522070503-334,yes
20160522070509-90,yes
20163522073549-627,no
20165122085127-981,no
20162422092448-595,no
20162722102743-439,yes
20165222105209-198,yes
20164322114323-359,no
20165422115408-769,no
20162822032852-611,no
20164022034004-339,no
20165522035512-33,yes
20164622054651-371,no
20162322082332-710,no
20162522082520-193,no
20165722085747-401,no
20165723125757-678,no
20160023010029-342,no
20165223015202-492,no
20165523025525-385,no
20165023035031-898,no
20165623035618-218,no
20161823061849-974,yes
20163723063736-15,no
20164123064147-676,no
20161223071247-478,no
20164523074525-248,no
20163023083034-310,yes
20165423085433-384,no
20163423103414-786,no
20165023115055-305,yes
20161323021336-48,no
20161223051213-210,yes
20160223080250-771,no
20163723083724-326,no
20165124125143-418,no
20164324034317-931,no
20164424034411-296,no
20164024044023-335,no
20163924063906-705,no
20162024072026-95,no
20163324073336-290,no
20161224081237-216,no
20163424113405-482,no
20161224121208-822,no
20164124024135-223,yes
20161424031445-539,no
20164924034950-426,yes
20162124052154-798,no
20162524052535-140,no
20160624100651-301,no
20162124102107-946,no
20160225120226-427,no
20163225013259-584,no
20165825015806-72,no
20162625032619-570,no
20162725052728-86,no
20161425061457-1,yes
20164925064908-84,yes
20162225092246-877,no
20162925092913-197,no
20161325101344-225,no
20162825112824-770,yes
20165125125125-421,no
20163925013953-631,no
20160925020958-474,no
20162725032738-617,no
20163525043549-664,yes
20164225044238-219,no
20164725044753-186,no
20163725053751-65,no
